study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	biosample	bioproject	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_accession	run_total_spots	run_total_bases
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952539	RA1074_Brain-Gr	RA1074_Brain-Gr	9544	Macaca mulatta	GSM7064092_A0272_S71_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791809		SAMN33440328	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24907113	2910105107	SRR38105735	24907113	7497041013
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952538	RA1074_Adrenal	RA1074_Adrenal	9544	Macaca mulatta	GSM7064091_A0270	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791808		SAMN33440329	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	6349594	661624479	SRR38105736	6349594	1911227794
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952537	RA1074_Kidney	RA1074_Kidney	9544	Macaca mulatta	GSM7064090_A0268_S92_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791807		SAMN33440330	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	44072834	5029769290	SRR38105737	44072834	13265923034
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952536	RA1074_Spleen	RA1074_Spleen	9544	Macaca mulatta	GSM7064089_A0267_S11_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791805		SAMN33440331	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	48939640	5282749282	SRR38105738	48939640	14730831640
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952535	A0025	A0025	9544	Macaca mulatta	GSM7063918_A0025	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791806		SAMN33440502	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	3250156	324327191	SRR38105739	3250156	978296956
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952534	RA1082_Skin-Non-Rash	RA1082_Skin-Non-Rash	9544	Macaca mulatta	GSM7064088_A0266_S22_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791802		SAMN33440332	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	32227205	3440077281	SRR38105740	32227205	9700388705
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952533	RA1082_Skin-Rash	RA1082_Skin-Rash	9544	Macaca mulatta	GSM7064087_A0265_S23_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791801		SAMN33440333	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	21581990	2275960453	SRR38105741	21581990	6496178990
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952717	RA1082_Sex-Organ	RA1082_Sex-Organ	9544	Macaca mulatta	GSM7064086_A0264_S49_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791960		SAMN33440334	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26834538	2797951679	SRR38105742	26834538	8077195938
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952531	RA0917_LN-MES	RA0917_LN-MES	9544	Macaca mulatta	GSM7064040_A0192_S147_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791799		SAMN33440380	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	23464327	2273517129	SRR38105743	23464327	7062762427
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952530	RA0917_LN-ING-L	RA0917_LN-ING-L	9544	Macaca mulatta	GSM7064039_A0191_S148_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791810		SAMN33440381	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	17859846	1686358348	SRR38105744	17859846	5375813646
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952529	RA0850_Brain-Gr	RA0850_Brain-Gr	9544	Macaca mulatta	GSM7063913_A0020_S88_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791798		SAMN33440507	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	25693607	2989983264	SRR38105745	25693607	7733775707
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952528	RA0917_LN-AX-R	RA0917_LN-AX-R	9544	Macaca mulatta	GSM7064038_A0190_S149_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791796		SAMN33440382	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24377806	2363835664	SRR38105746	24377806	7337719606
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952527	RA0917_Ovary	RA0917_Ovary	9544	Macaca mulatta	GSM7064037_A0189_S59_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791795		SAMN33440383	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	54554771	5939132309	SRR38105747	54554771	16420986071
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952526	RA0917_Brain-Gr	RA0917_Brain-Gr	9544	Macaca mulatta	GSM7064036_A0188_S77_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791803		SAMN33440384	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	19239728	2242632363	SRR38105748	19239728	5791158128
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952525	RA0917_Liver-L	RA0917_Liver-L	9544	Macaca mulatta	GSM7064035_A0185_S54_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791804		SAMN33440385	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26168580	2804113106	SRR38105749	26168580	7876742580
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952524	RA0917_Kidney	RA0917_Kidney	9544	Macaca mulatta	GSM7064034_A0184_S99_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791794		SAMN33440386	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	12279550	1418209347	SRR38105750	12279550	3696144550
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952523	RA0917_Spleen	RA0917_Spleen	9544	Macaca mulatta	GSM7064033_A0183_S108_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791793		SAMN33440387	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	17361056	1681649926	SRR38105751	17361056	5225677856
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952522	RA1849_Sex-Organ	RA1849_Sex-Organ	9544	Macaca mulatta	GSM7064032_A0180_S116_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791791		SAMN33440388	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	14168309	1621163735	SRR38105752	14168309	4264661009
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952521	A0179	A0179	9544	Macaca mulatta	GSM7064031_A0179	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791790		SAMN33440389	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	1337996	132747942	SRR38105753	1337996	400060804
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952520	RA1849_LN-MES	RA1849_LN-MES	9544	Macaca mulatta	GSM7064030_A0178_S150_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791789		SAMN33440390	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26630520	2607720825	SRR38105754	26630520	8015786520
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952519	RA1849_LN-ING-L	RA1849_LN-ING-L	9544	Macaca mulatta	GSM7064029_A0177_S151_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791788		SAMN33440391	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	23587105	2317943700	SRR38105755	23587105	7099718605
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952518	RA0850_Adrenal	RA0850_Adrenal	9544	Macaca mulatta	GSM7063912_A0018	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791787		SAMN33440508	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	12575164	1332129044	SRR38105756	12575164	3785124364
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952517	RA1849_LN-AX-R	RA1849_LN-AX-R	9544	Macaca mulatta	GSM7064028_A0176_S152_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791786		SAMN33440392	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26065225	2560907959	SRR38105757	26065225	7845632725
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952516	RA1849_Ovary	RA1849_Ovary	9544	Macaca mulatta	GSM7064027_A0175_S1_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791785		SAMN33440393	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	45088736	4884055502	SRR38105758	45088736	13571709536
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952515	RA1849_Brain-Gr	RA1849_Brain-Gr	9544	Macaca mulatta	GSM7064026_A0174_S78_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791784		SAMN33440394	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	119562765	13798192635	SRR38105759	119562765	35988392265
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952514	RA1849_Brain-Wh	RA1849_Brain-Wh	9544	Macaca mulatta	GSM7064025_A0173_S111_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791783		SAMN33440395	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	9328260	1098740810	SRR38105760	9328260	2807806260
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952513	RA1849_Adrenal	RA1849_Adrenal	9544	Macaca mulatta	GSM7064024_A0172	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791797		SAMN33440396	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	5473109	572990597	SRR38105761	5473109	1647405809
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952512	A0171	A0171	9544	Macaca mulatta	GSM7064023_A0171	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791781		SAMN33440397	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	52316027	5137298135	SRR38105762	52316027	15747124127
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952511	RA1849_Spleen	RA1849_Spleen	9544	Macaca mulatta	GSM7064022_A0169_S109_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791780		SAMN33440398	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24307862	2385252985	SRR38105763	24307862	7316666462
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952510	RA1818_Sex-Organ	RA1818_Sex-Organ	9544	Macaca mulatta	GSM7064021_A0166_S117_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791778		SAMN33440399	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	31174481	3634641678	SRR38105764	31174481	9383518781
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952509	RA1818_LN-MES	RA1818_LN-MES	9544	Macaca mulatta	GSM7064020_A0164_S153_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791779		SAMN33440400	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	20606905	2008697185	SRR38105765	20606905	6202678405
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952508	RA1818_LN-ING-L	RA1818_LN-ING-L	9544	Macaca mulatta	GSM7064019_A0163_S154_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791792		SAMN33440401	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24422961	2373862515	SRR38105766	24422961	7351311261
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952507	RA0850_Kidney	RA0850_Kidney	9544	Macaca mulatta	GSM7063911_A0016_S123_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791777		SAMN33440509	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	35991674	4144927188	SRR38105767	35991674	10833493874
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952506	RA1818_LN-AX-R	RA1818_LN-AX-R	9544	Macaca mulatta	GSM7064018_A0162_S155_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791775		SAMN33440402	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	27335019	2692011779	SRR38105768	27335019	8227840719
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952505	RA1818_Ovary	RA1818_Ovary	9544	Macaca mulatta	GSM7064017_A0161_S2_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791773		SAMN33440403	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	30069821	3159610241	SRR38105769	30069821	9051016121
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952504	RA1818_Brain-Gr	RA1818_Brain-Gr	9544	Macaca mulatta	GSM7064016_A0160_S79_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791774		SAMN33440404	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	35264270	4124415821	SRR38105770	35264270	10614545270
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952503	RA1818_Liver-L	RA1818_Liver-L	9544	Macaca mulatta	GSM7064015_A0157_S56_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791772		SAMN33440405	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	8227536	874076888	SRR38105771	8227536	2476488336
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952502	RA1818_Kidney	RA1818_Kidney	9544	Macaca mulatta	GSM7064014_A0156_S101_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791771		SAMN33440406	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	32207500	3751552381	SRR38105772	32207500	9694457500
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952501	RA1790_Skin-Non-Rash	RA1790_Skin-Non-Rash	9544	Macaca mulatta	GSM7064013_A0154_S31_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791782		SAMN33440407	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	14144299	1484086139	SRR38105773	14144299	4257433999
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952500	RA1790_Skin-Rash	RA1790_Skin-Rash	9544	Macaca mulatta	GSM7064012_A0153_S32_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791769		SAMN33440408	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	6020340	635252353	SRR38105774	6020340	1812122340
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952499	RA1790_LN-MES	RA1790_LN-MES	9544	Macaca mulatta	GSM7064011_A0150_S156_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791768		SAMN33440409	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	21276367	2084754207	SRR38105775	21276367	6404186467
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952498	RA1790_LN-ING-L	RA1790_LN-ING-L	9544	Macaca mulatta	GSM7064010_A0149_S157_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791770		SAMN33440410	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	31045684	3047893392	SRR38105776	31045684	9344750884
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952497	RA1790_LN-AX-R	RA1790_LN-AX-R	9544	Macaca mulatta	GSM7064009_A0148_S158_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791767		SAMN33440411	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	29569763	2890153599	SRR38105777	29569763	8900498663
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952496	RA0850_Spleen	RA0850_Spleen	9544	Macaca mulatta	GSM7063910_A0015_S120_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791766		SAMN33440510	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26571702	2610404053	SRR38105778	26571702	7998082302
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952495	RA1790_Ovary	RA1790_Ovary	9544	Macaca mulatta	GSM7064008_A0147_S3_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791765		SAMN33440412	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	34750566	3609763165	SRR38105779	34750566	10459920366
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952494	RA1790_Brain-Gr	RA1790_Brain-Gr	9544	Macaca mulatta	GSM7064007_A0146_S80_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791764		SAMN33440413	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	30984112	3613224595	SRR38105780	30984112	9326217712
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952493	RA1790_Brain-Wh	RA1790_Brain-Wh	9544	Macaca mulatta	GSM7064006_A0145	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791761		SAMN33440414	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	10029691	1040675025	SRR38105781	10029691	3018936991
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952492	RA1790_Adrenal	RA1790_Adrenal	9544	Macaca mulatta	GSM7064005_A0144	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791762		SAMN33440415	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	10866251	1102380883	SRR38105782	10866251	3270741551
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952491	RA1790_Kidney	RA1790_Kidney	9544	Macaca mulatta	GSM7064004_A0142_S105_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791776		SAMN33440416	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	7357474	859680062	SRR38105783	7357474	2214599674
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952490	RA1790_Spleen	RA1790_Spleen	9544	Macaca mulatta	GSM7064003_A0141_S111_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791763		SAMN33440417	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24904328	2422581041	SRR38105784	24904328	7496202728
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952489	RA0452_Skin-Non-Rash	RA0452_Skin-Non-Rash	9544	Macaca mulatta	GSM7064002_A0140_S33_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791760		SAMN33440418	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	11430383	1213343578	SRR38105785	11430383	3440545283
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952488	RA0452_Skin-Rash	RA0452_Skin-Rash	9544	Macaca mulatta	GSM7064001_A0139_S34_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791759		SAMN33440419	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	20095097	2120787187	SRR38105786	20095097	6048624197
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952487	A0137	A0137	9544	Macaca mulatta	GSM7064000_A0137	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791758		SAMN33440420	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	7014797	691037487	SRR38105787	7014797	2097424303
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952486	RA0452_LN-MES	RA0452_LN-MES	9544	Macaca mulatta	GSM7063999_A0136_S159_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791757		SAMN33440421	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	22685412	2236094545	SRR38105788	22685412	6828309012
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952485	A0014	A0014	9544	Macaca mulatta	GSM7063909_A0014_S11_L001_20210520	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791754		SAMN33440511	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	7202681	746613783	SRR38105789	7202681	2168006981
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952484	RA1803_Kidney	RA1803_Kidney	9544	Macaca mulatta	GSM7063900_A0002_S124_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791755		SAMN33440520	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	22820832	2613431085	SRR38105790	22820832	6869070432
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952483	RA1803_Spleen	RA1803_Spleen	9544	Macaca mulatta	GSM7063899_A0001_S121_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791753		SAMN33440521	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	30939624	3048240580	SRR38105791	30939624	9312826824
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952838	A0115	A0115	9544	Macaca mulatta	GSM7063981_A0115	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792058		SAMN33440439	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	129300128	12772244795	SRR38105792	129300128	38919338528
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952837	RA0552_Kidney	RA0552_Kidney	9544	Macaca mulatta	GSM7063980_A0114_S112_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792057		SAMN33440440	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	27693047	3195261477	SRR38105793	27693047	8335607147
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952836	RA0552_Spleen	RA0552_Spleen	9544	Macaca mulatta	GSM7063979_A0113_S113_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792061		SAMN33440441	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	20817795	2025380444	SRR38105794	20817795	6266156295
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952835	RA1803_Sex-Organ	RA1803_Sex-Organ	9544	Macaca mulatta	GSM7063907_A0012_S16_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792056		SAMN33440513	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	39347465	4109315556	SRR38105795	39347465	11843586965
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952834	RA0449_Skin-Non-Rash	RA0449_Skin-Non-Rash	9544	Macaca mulatta	GSM7063978_A0112_S37_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792055		SAMN33440442	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	18938585	1995390230	SRR38105796	18938585	5700514085
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952833	RA0449_Skin-Rash	RA0449_Skin-Rash	9544	Macaca mulatta	GSM7063977_A0111_S38_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792054		SAMN33440443	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	19793305	2097187297	SRR38105797	19793305	5957784805
